country_code,country_name,country_flag_link
585,帛琉,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Flag_of_Palau.svg/300px-Flag_of_Palau.svg.png
600,巴拉圭,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Flag_of_Paraguay.svg/300px-Flag_of_Paraguay.svg.png
634,卡達,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Flag_of_Qatar.svg/300px-Flag_of_Qatar.svg.png
638,留尼旺,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/300px-Flag_of_France.svg.png
642,羅馬尼亞,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Flag_of_Romania.svg/300px-Flag_of_Romania.svg.png
688,塞爾維亞,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Flag_of_Serbia.svg/300px-Flag_of_Serbia.svg.png
643,俄羅斯,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Flag_of_Russia.svg/300px-Flag_of_Russia.svg.png
646,盧安達,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Flag_of_Rwanda.svg/300px-Flag_of_Rwanda.svg.png
682,沙烏地阿拉伯,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Flag_of_Saudi_Arabia.svg/300px-Flag_of_Saudi_Arabia.svg.png
090,索羅門群島,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Flag_of_the_Solomon_Islands.svg/300px-Flag_of_the_Solomon_Islands.svg.png
690,塞席爾,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Flag_of_Seychelles.svg/300px-Flag_of_Seychelles.svg.png
729,蘇丹,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Flag_of_Sudan.svg/300px-Flag_of_Sudan.svg.png
752,瑞典,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Flag_of_Sweden.svg/300px-Flag_of_Sweden.svg.png
702,新加坡,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Flag_of_Singapore.svg/300px-Flag_of_Singapore.svg.png
654,聖赫勒拿,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Flag_of_Saint_Helena.svg/300px-Flag_of_Saint_Helena.svg.png
705,斯洛維尼亞,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Flag_of_Slovenia.svg/300px-Flag_of_Slovenia.svg.png
744,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Norway.svg/300px-Flag_of_Norway.svg.png
703,斯洛伐克,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Flag_of_Slovakia.svg/300px-Flag_of_Slovakia.svg.png
694,獅子山,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Flag_of_Sierra_Leone.svg/300px-Flag_of_Sierra_Leone.svg.png
674,聖馬利諾,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Flag_of_San_Marino.svg/300px-Flag_of_San_Marino.svg.png
686,塞內加爾,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Flag_of_Senegal.svg/300px-Flag_of_Senegal.svg.png
706,索馬利亞,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Flag_of_Somalia.svg/300px-Flag_of_Somalia.svg.png
740,蘇利南,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Flag_of_Suriname.svg/300px-Flag_of_Suriname.svg.png
728,南蘇丹,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Flag_of_South_Sudan.svg/300px-Flag_of_South_Sudan.svg.png
678,聖多美和普林西比,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Flag_of_Sao_Tome_and_Principe.svg/300px-Flag_of_Sao_Tome_and_Principe.svg.png
222,薩爾瓦多,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Flag_of_El_Salvador.svg/300px-Flag_of_El_Salvador.svg.png
534,荷屬聖馬丁,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Flag_of_Sint_Maarten.svg/300px-Flag_of_Sint_Maarten.svg.png
760,敘利亞,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Flag_of_Syria.svg/300px-Flag_of_Syria.svg.png
748,史瓦濟蘭,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Flag_of_Swaziland.svg/300px-Flag_of_Swaziland.svg.png
796,特克斯與凱科斯群島,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Flag_of_the_Turks_and_Caicos_Islands.svg/300px-Flag_of_the_Turks_and_Caicos_Islands.svg.png
148,查德,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Flag_of_Chad.svg/300px-Flag_of_Chad.svg.png
260,法屬南部領地,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Flag_of_the_French_Southern_and_Antarctic_Lands.svg/300px-Flag_of_the_French_Southern_and_Antarctic_Lands.svg.png
768,多哥,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_Togo.svg/300px-Flag_of_Togo.svg.png
764,泰國,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_Thailand.svg/300px-Flag_of_Thailand.svg.png
762,塔吉克,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Flag_of_Tajikistan.svg/300px-Flag_of_Tajikistan.svg.png
772,托克勞,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Flag_of_Tokelau.svg/300px-Flag_of_Tokelau.svg.png
626,東帝汶,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Flag_of_East_Timor.svg/300px-Flag_of_East_Timor.svg.png
795,土庫曼,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Flag_of_Turkmenistan.svg/300px-Flag_of_Turkmenistan.svg.png
788,突尼西亞,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Flag_of_Tunisia.svg/300px-Flag_of_Tunisia.svg.png
776,東加,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Flag_of_Tonga.svg/300px-Flag_of_Tonga.svg.png
792,土耳其,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Flag_of_Turkey.svg/300px-Flag_of_Turkey.svg.png
780,千里達及托巴哥,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Flag_of_Trinidad_and_Tobago.svg/300px-Flag_of_Trinidad_and_Tobago.svg.png
798,吐瓦魯,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Flag_of_Tuvalu.svg/300px-Flag_of_Tuvalu.svg.png
158,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Flag_of_the_Republic_of_China.svg/300px-Flag_of_the_Republic_of_China.svg.png
834,坦尚尼亞,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Flag_of_Tanzania.svg/300px-Flag_of_Tanzania.svg.png
804,烏克蘭,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Flag_of_Ukraine.svg/300px-Flag_of_Ukraine.svg.png
800,烏干達,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Flag_of_Uganda.svg/300px-Flag_of_Uganda.svg.png
581,美國本土外小島嶼,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Flag_of_the_United_States.svg/300px-Flag_of_the_United_States.svg.png
840,美國,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Flag_of_the_United_States.svg/300px-Flag_of_the_United_States.svg.png
858,烏拉圭,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Uruguay.svg/300px-Flag_of_Uruguay.svg.png
860,烏茲別克,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Flag_of_Uzbekistan.svg/300px-Flag_of_Uzbekistan.svg.png
336,梵蒂岡,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Flag_of_the_Vatican_City.svg/20px-Flag_of_the_Vatican_City.svg.png
670,聖文森及格瑞那丁,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Flag_of_Saint_Vincent_and_the_Grenadines.svg/300px-Flag_of_Saint_Vincent_and_the_Grenadines.svg.png
862,委內瑞拉,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Flag_of_Venezuela.svg/300px-Flag_of_Venezuela.svg.png
092,英屬維京群島,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Flag_of_the_British_Virgin_Islands.svg/300px-Flag_of_the_British_Virgin_Islands.svg.png
850,美屬維京群島,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Flag_of_the_United_States_Virgin_Islands.svg/300px-Flag_of_the_United_States_Virgin_Islands.svg.png
704,越南,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Vietnam.svg/300px-Flag_of_Vietnam.svg.png
548,萬那杜,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Flag_of_Vanuatu.svg/300px-Flag_of_Vanuatu.svg.png
876,瓦利斯和富圖納,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/300px-Flag_of_France.svg.png
882,薩摩亞,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Flag_of_Samoa.svg/300px-Flag_of_Samoa.svg.png
887,葉門,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Flag_of_Yemen.svg/300px-Flag_of_Yemen.svg.png
175,馬約特,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/300px-Flag_of_France.svg.png
710,南非,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Flag_of_South_Africa.svg/300px-Flag_of_South_Africa.svg.png
894,尚比亞,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Flag_of_Zambia.svg/300px-Flag_of_Zambia.svg.png
716,辛巴威,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Flag_of_Zimbabwe.svg/300px-Flag_of_Zimbabwe.svg.png
